PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
290,1990,GA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,24796884
291,1990,GA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,164987
292,1990,GA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,342110
293,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,5110380
294,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,980942
295,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,36423
296,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,678423
297,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,1
298,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,135457
299,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,331815
300,1990,GA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,2947319
301,1990,GA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,2781
302,1990,GA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,118
303,1990,GA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,2663
304,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,9702752
305,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,COAL,2381
306,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,0
307,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,79516
308,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,840005
309,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,16163
310,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,8735862
311,1990,HI,TOTAL ELECTRIC POWER INDUSTRY,WIND,28825
312,1990,HI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,385510
313,1990,HI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,342851
314,1990,HI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,13834
315,1990,HI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,28825
316,1990,HI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,7996096
317,1990,HI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",GEOTHERMAL,0
318,1990,HI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,22743
319,1990,HI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,5999
320,1990,HI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,7967354
321,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,778856
322,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1196
323,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,56773
324,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,407991
325,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,16163
326,1990,HI,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,296733
327,1990,HI,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,542290
328,1990,HI,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,1185
329,1990,HI,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,83164
330,1990,HI,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,457941
331,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,30044506
332,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,COAL,25751941
333,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,875114
334,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,333390
335,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,3011572
336,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,18018
337,1990,IA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,54471
338,1990,IA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,19955
339,1990,IA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,18266
340,1990,IA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,1392
341,1990,IA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,297
342,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,29047940
343,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,24879567
344,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,856848
345,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,231263
346,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,3011572
347,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,17375
348,1990,IA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,51315
349,1990,IA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,835446
350,1990,IA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,757340
351,1990,IA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,74960
352,1990,IA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,643
353,1990,IA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,2503
354,1990,IA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,123970
355,1990,IA,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,103126
356,1990,IA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,20844
357,1990,IA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,17195
358,1990,IA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,11908
359,1990,IA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,4931
360,1990,IA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,356
361,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,9691475
362,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,COAL,44371
363,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,9114990
364,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,55714
365,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,OTHER,65203
366,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,994
367,1990,ID,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,410203
368,1990,ID,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,497628
369,1990,ID,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,497628
370,1990,ID,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,8617977
371,1990,ID,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,8617362
372,1990,ID,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,615
373,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,494877
374,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,44371
375,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,55714
376,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,65203
377,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,379
378,1990,ID,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,329210
379,1990,ID,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,80993
380,1990,ID,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,80993
381,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,129392471
382,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,COAL,54966018
383,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,143926
384,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1419891
385,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,71887302
386,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,154855
387,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,381562
388,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,438584
389,1990,IL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,333
390,1990,IL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,209717
391,1990,IL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,83086
392,1990,IL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,126525
393,1990,IL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,106
394,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,126977389
395,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,53865768
396,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,60840
397,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,740926
398,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,71887302
399,1990,IL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,422553
400,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,2097646
401,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,1100250
402,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,599576
403,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,381562
404,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,15925
405,1990,IL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,333
406,1990,IL,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,37664
407,1990,IL,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,9334
408,1990,IL,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,28330
409,1990,IL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,70055
410,1990,IL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,70055
411,1990,IL,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,0
412,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,101417116
413,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,COAL,96925554
414,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,441021
415,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1470837
416,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,37117
417,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,1674549
418,1990,IN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,868038
419,1990,IN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,97738497
420,1990,IN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,96012872
421,1990,IN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,441021
422,1990,IN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,610620
423,1990,IN,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,673984
424,1990,IN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,3555176
425,1990,IN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,831188
426,1990,IN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,855943
427,1990,IN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,1674549
428,1990,IN,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,193496
429,1990,IN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,123443
430,1990,IN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,81494
431,1990,IN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,4274
432,1990,IN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,37117
433,1990,IN,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,558
434,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,34184857
435,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,COAL,23720258
436,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,13234
437,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2502807
438,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,7874487
439,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,74026
440,1990,KS,TOTAL ELECTRIC POWER INDUSTRY,WIND,45
441,1990,KS,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1465
442,1990,KS,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,1465
443,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,33868644
444,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,23720258
445,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,11769
446,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2196341
447,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,7874487
448,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,65744
449,1990,KS,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,45
450,1990,KS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,314748
451,1990,KS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,306466
452,1990,KS,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,8282
453,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,73807286
454,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,COAL,70500461
455,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,3160383
456,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,27796
457,1990,KY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,118646
458,1990,KY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,73807286
459,1990,KY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,70500461
460,1990,KY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3160383
461,1990,KY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,27796
462,1990,KY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,118646
463,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,76465630
464,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,COAL,17856687
465,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,656492
466,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,39474866
467,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,14196784
468,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1292819
469,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,91646
470,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,440700
471,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,232098
472,1990,LA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,2223538
473,1990,LA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,865775
474,1990,LA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,656492
475,1990,LA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,28014
476,1990,LA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,91646
477,1990,LA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,89623
478,1990,LA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,58168408
479,1990,LA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,17800084
480,1990,LA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,26041280
481,1990,LA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,14196784
482,1990,LA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,130260
483,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,15797113
484,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,56603
485,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,11771238
486,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,1292819
487,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,0
488,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,440700
489,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,12215
490,1990,LA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,2223538
491,1990,LA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1603665
492,1990,LA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,1603665
493,1990,LA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
494,1990,LA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,30669
495,1990,LA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,30669
496,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,39811011
497,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,COAL,11365893
498,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1249242
499,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,6132702
500,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,5069620
501,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,1560515
502,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,830
503,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,15101792
504,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-669583
505,1990,MA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0
506,1990,MA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1729309
507,1990,MA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,268881
508,1990,MA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,6403
509,1990,MA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,1445924
510,1990,MA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,8101
511,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,36478610
512,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,11273069
513,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,969108
514,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,5279993
515,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,5069620
516,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,14556403
517,1990,MA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,-669583
518,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,546661
519,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,39187
520,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,11253
521,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,240711
522,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,69738
523,1990,MA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,185772
524,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,750576
525,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,53637
526,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,592055
527,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,44845
528,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,830
529,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,59209
530,1990,MA,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,0
531,1990,MA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,305855
532,1990,MA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,13540
533,1990,MA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,8
534,1990,MA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,292307
535,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,33162292
536,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,COAL,23509862
537,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,2298910
538,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1522443
539,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,1251416
540,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,371074
541,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,488197
542,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3571272
543,1990,MD,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,149118
544,1990,MD,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,19857
545,1990,MD,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,19857
546,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,31497406
547,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,23299412
548,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,2298910
549,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,1319588
550,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,1251416
551,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,0
552,1990,MD,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,3328080
553,1990,MD,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,347398
554,1990,MD,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,183267
555,1990,MD,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,28381
556,1990,MD,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,4102
557,1990,MD,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,131648
558,1990,MD,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1227014
559,1990,MD,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,174474
560,1990,MD,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,334824
561,1990,MD,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER GASES,488197
562,1990,MD,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,229519
563,1990,MD,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,70617
564,1990,MD,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,27183
565,1990,MD,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,16393
566,1990,MD,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,9571
567,1990,MD,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WOOD AND WOOD DERIVED FUELS,17470
568,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,15946014
569,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,COAL,453218
570,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,4090536
571,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,50786
572,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,4860727
573,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,360798
574,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3081100
575,1990,ME,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,3048849
576,1990,ME,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,1880019
577,1990,ME,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,636300
578,1990,ME,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,13277
579,1990,ME,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,195063
